weather_code,max_temp,min_temp,mean_temp,snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h),range_temp,LA,Boston,Chicago,Year,Phase_encoded
51,78.7,62.5,71.3,0.0,1,13.3,16.200000000000003,0,1,0,2022,2
51,87.8,62.6,73.9,0.0,5,11.1,25.2,0,1,0,2022,2
3,79.5,66.0,72.6,0.0,0,14.1,13.5,0,1,0,2022,3
2,76.7,58.9,68.7,0.0,0,11.4,17.800000000000004,0,1,0,2022,3
3,89.3,60.9,73.7,0.0,0,17.2,28.4,0,1,0,2022,3
3,91.0,66.4,77.3,0.0,0,19.8,24.599999999999994,0,1,0,2022,4
3,91.7,69.2,79.0,0.0,0,13.9,22.5,0,1,0,2022,4
63,81.0,68.7,74.3,0.0,9,9.7,12.299999999999995,0,1,0,2022,4
3,82.0,60.9,71.3,0.0,0,10.0,21.1,0,1,0,2022,5
3,82.7,63.5,73.3,0.0,0,12.0,19.200000000000003,0,1,0,2022,5
51,86.5,65.9,75.9,0.0,2,10.3,20.599999999999994,0,1,0,2022,5
53,82.9,68.1,75.4,0.0,8,12.6,14.800000000000011,0,1,0,2022,5
51,92.9,72.3,80.8,0.0,2,15.7,20.60000000000001,0,1,0,2022,6
51,94.4,73.3,83.6,0.0,1,9.6,21.10000000000001,0,1,0,2022,6
53,94.1,74.4,84.1,0.0,6,18.9,19.69999999999999,0,1,0,2022,6
1,96.1,72.4,84.6,0.0,0,9.2,23.69999999999999,0,1,0,2022,6
3,95.6,74.8,85.8,0.0,0,10.6,20.8,0,1,0,2022,7
3,101.5,74.1,87.9,0.0,0,17.7,27.40000000000001,0,1,0,2022,7
65,89.6,77.4,83.9,0.0,5,15.5,12.199999999999989,0,1,0,2022,7
61,83.4,65.7,75.2,0.0,1,13.2,17.700000000000003,0,1,0,2022,8
3,84.9,62.9,73.1,0.0,0,8.5,22.000000000000007,0,1,0,2022,8
51,88.7,66.9,76.8,0.0,2,15.2,21.8,0,1,0,2022,8
51,93.7,71.1,81.7,0.0,3,13.0,22.60000000000001,0,1,0,2022,7
51,87.5,72.4,80.8,0.0,5,16.5,15.099999999999994,0,1,0,2022,6
3,87.9,65.1,76.6,0.0,0,10.5,22.80000000000001,0,1,0,2022,6
53,84.5,70.3,77.3,0.0,5,9.0,14.200000000000005,0,1,0,2022,5
51,93.4,67.5,79.0,0.0,2,12.8,25.90000000000001,0,1,0,2022,4
1,84.7,69.9,77.5,0.0,0,14.5,14.799999999999995,0,1,0,2022,4
3,99.8,69.7,82.8,0.0,0,14.5,30.099999999999994,0,1,0,2022,3
63,95.8,73.1,81.2,0.0,5,17.0,22.700000000000003,0,1,0,2022,2
53,91.9,72.6,80.2,0.0,6,7.7,19.30000000000001,0,1,0,2022,2
51,93.8,76.0,83.4,0.0,4,16.5,17.799999999999997,0,1,0,2022,3
51,94.5,76.9,84.2,0.0,3,14.3,17.599999999999994,0,1,0,2022,3
61,96.7,79.7,85.2,0.0,4,12.4,17.0,0,1,0,2022,3
53,79.3,67.8,70.8,0.0,7,11.2,11.5,0,1,0,2022,3
51,79.2,68.1,72.1,0.0,4,9.6,11.100000000000009,0,1,0,2022,4
3,79.6,65.6,71.7,0.0,0,11.9,14.0,0,1,0,2022,4
3,74.0,61.2,67.6,0.0,0,8.6,12.799999999999995,0,1,0,2022,4
3,82.7,58.5,69.9,0.0,0,13.8,24.200000000000003,0,1,0,2022,5
3,78.4,60.1,70.5,0.0,0,11.3,18.300000000000004,0,1,0,2022,5
3,76.9,60.8,68.8,0.0,0,12.4,16.10000000000001,0,1,0,2022,5
55,75.7,65.1,69.7,0.0,4,11.9,10.600000000000009,0,1,0,2022,5
53,83.9,61.6,70.8,0.0,6,16.5,22.300000000000004,0,1,0,2022,6
51,92.3,64.5,77.5,0.0,1,10.0,27.8,0,1,0,2022,6
51,88.9,68.2,77.8,0.0,1,9.4,20.700000000000003,0,1,0,2022,6
3,88.1,67.3,78.1,0.0,0,11.9,20.8,0,1,0,2022,6
61,76.5,65.5,69.4,0.0,10,10.4,11.0,0,1,0,2022,7
61,77.1,68.1,71.2,0.0,8,7.4,9.0,0,1,0,2022,7
53,85.0,66.7,73.6,0.0,7,7.2,18.3,0,1,0,2022,7
1,85.6,65.9,75.8,0.0,0,10.3,19.69999999999999,0,1,0,2022,8
61,86.7,65.6,75.5,0.0,3,14.5,21.10000000000001,0,1,0,2022,8
55,76.8,66.3,70.8,0.0,7,9.5,10.5,0,1,0,2022,8
51,76.5,63.6,70.0,0.0,1,10.4,12.9,0,1,0,2022,7
3,90.1,63.6,74.2,0.0,0,15.4,26.499999999999996,0,1,0,2022,6
3,90.7,70.7,78.5,0.0,0,16.3,20.0,0,1,0,2022,5
61,85.4,70.7,77.1,0.0,4,14.0,14.700000000000005,0,1,0,2022,5
2,80.4,63.8,71.2,0.0,0,14.3,16.60000000000001,0,1,0,2022,4
1,70.9,55.1,63.9,0.0,0,8.7,15.800000000000004,0,1,0,2022,3
3,78.1,57.0,66.5,0.0,0,11.8,21.099999999999994,0,1,0,2022,2
3,84.8,61.5,71.5,0.0,0,9.6,23.3,0,1,0,2022,2
61,76.4,66.6,70.6,0.0,16,9.1,9.800000000000011,0,1,0,2022,3
65,66.5,63.7,65.3,0.0,24,11.1,2.799999999999997,0,1,0,2022,3
51,69.0,59.8,64.1,0.0,8,10.6,9.200000000000005,0,1,0,2022,3
3,69.9,58.6,63.8,0.0,0,10.3,11.300000000000004,0,1,0,2022,3
0,76.2,55.0,64.5,0.0,0,5.8,21.200000000000003,0,1,0,2022,4
3,80.5,61.4,69.8,0.0,0,7.7,19.1,0,1,0,2022,4
51,78.1,65.2,69.9,0.0,1,7.2,12.899999999999991,0,1,0,2022,4
55,75.0,65.0,69.6,0.0,6,8.3,10.0,0,1,0,2022,5
61,73.6,66.0,69.7,0.0,12,8.3,7.599999999999994,0,1,0,2022,5
51,78.4,59.6,69.1,0.0,1,14.2,18.800000000000004,0,1,0,2022,5
3,68.7,58.6,64.2,0.0,0,12.5,10.1,0,1,0,2022,5
3,76.1,50.1,59.5,0.0,0,17.4,25.999999999999996,0,1,0,2022,6
3,68.2,47.4,58.0,0.0,0,6.2,20.800000000000004,0,1,0,2022,6
51,83.1,58.4,68.6,0.0,1,13.8,24.7,0,1,0,2022,6
55,72.8,60.5,65.5,0.0,4,10.7,12.299999999999995,0,1,0,2022,6
63,65.3,58.7,61.7,0.0,7,8.8,6.599999999999994,0,1,0,2022,7
51,72.9,58.2,63.2,0.0,5,6.6,14.700000000000005,0,1,0,2022,7
63,69.7,59.6,63.8,0.0,11,14.8,10.1,0,1,0,2022,7
2,59.1,49.2,54.4,0.0,0,20.3,9.9,0,1,0,2022,8
0,66.0,47.3,54.4,0.0,0,17.1,18.700000000000003,0,1,0,2022,8
51,69.2,47.9,57.2,0.0,3,13.2,21.300000000000004,0,1,0,2022,8
61,73.5,57.3,64.6,0.0,3,13.8,16.200000000000003,0,1,0,2022,7
51,73.4,57.2,63.9,0.0,1,14.4,16.200000000000003,0,1,0,2022,6
2,69.2,50.5,59.8,0.0,0,11.4,18.700000000000003,0,1,0,2022,6
3,65.4,50.6,58.0,0.0,0,9.4,14.800000000000004,0,1,0,2022,5
3,60.2,46.7,52.8,0.0,0,9.3,13.5,0,1,0,2022,4
61,57.0,49.9,52.7,0.0,4,10.1,7.100000000000001,0,1,0,2022,4
51,56.4,51.0,53.8,0.0,1,19.6,5.399999999999999,0,1,0,2022,3
3,55.4,49.8,52.0,0.0,0,17.5,5.600000000000001,0,1,0,2022,2
51,58.6,50.4,54.3,0.0,1,16.2,8.200000000000003,0,1,0,2022,2
65,58.5,54.0,56.3,0.0,23,14.4,4.5,0,1,0,2022,3
53,72.9,57.1,62.2,0.0,3,11.8,15.800000000000004,0,1,0,2022,3
3,76.6,54.6,63.1,0.0,0,11.0,21.999999999999996,0,1,0,2022,3
3,64.7,48.9,54.9,0.0,0,11.7,15.800000000000004,0,1,0,2022,4
0,61.2,40.2,49.8,0.0,0,13.8,21.0,0,1,0,2022,4
51,66.3,41.3,52.2,0.0,1,12.0,25.0,0,1,0,2022,4
3,65.1,42.1,52.5,0.0,0,7.0,22.999999999999996,0,1,0,2022,4
3,73.1,47.4,57.9,0.0,0,11.2,25.7,0,1,0,2022,5
63,68.2,53.8,60.8,0.0,2,14.1,14.400000000000006,0,1,0,2022,5
65,70.3,61.9,64.8,0.0,17,14.3,8.399999999999999,0,1,0,2022,5
3,69.5,48.3,58.0,0.0,0,7.2,21.200000000000003,0,1,0,2022,6
3,67.3,46.9,56.0,0.0,0,5.6,20.4,0,1,0,2022,6
63,59.1,45.4,52.0,0.0,3,9.4,13.700000000000005,0,1,0,2022,6
63,66.4,53.8,58.7,0.0,16,13.3,12.600000000000009,0,1,0,2022,6
0,55.4,40.1,47.8,0.0,0,13.4,15.299999999999995,0,1,0,2022,6
0,56.7,40.6,47.2,0.0,0,14.4,16.1,0,1,0,2022,7
0,62.2,41.1,49.9,0.0,0,8.7,21.1,0,1,0,2022,7
3,66.7,43.9,53.0,0.0,0,8.0,22.800000000000004,0,1,0,2022,7
61,60.9,45.6,52.0,0.0,4,8.3,15.299999999999995,0,1,0,2022,8
63,60.1,51.2,55.5,0.0,17,9.7,8.899999999999999,0,1,0,2022,8
53,63.1,56.6,59.0,0.0,3,7.5,6.5,0,1,0,2022,8
65,63.1,59.3,60.9,0.0,13,7.9,3.800000000000004,0,1,0,2022,7
3,65.9,52.3,61.1,0.0,0,14.8,13.600000000000009,0,1,0,2022,6
3,52.8,39.5,46.1,0.0,0,11.2,13.299999999999995,0,1,0,2022,5
3,55.2,37.5,45.6,0.0,0,5.4,17.700000000000003,0,1,0,2022,5
3,63.6,35.7,46.8,0.0,0,5.9,27.9,0,1,0,2022,4
3,66.9,41.2,51.6,0.0,0,13.1,25.700000000000003,0,1,0,2022,3
53,64.8,54.5,58.7,0.0,7,8.3,10.299999999999995,0,1,0,2022,2
2,66.7,50.9,57.9,0.0,0,11.0,15.800000000000004,0,1,0,2022,2
2,64.5,40.3,50.5,0.0,0,7.4,24.200000000000003,0,1,0,2022,3
3,69.9,48.0,56.1,0.0,0,13.1,21.90000000000001,0,1,0,2022,3
51,75.2,58.5,64.5,0.0,1,15.5,16.700000000000003,0,1,0,2022,3
3,76.0,63.9,68.6,0.0,0,17.5,12.1,0,1,0,2022,3
51,74.0,61.7,68.2,0.0,2,15.4,12.299999999999995,0,1,0,2022,4
0,61.2,43.8,50.1,0.0,0,14.2,17.400000000000006,0,1,0,2022,4
0,49.1,33.9,41.1,0.0,0,11.1,15.200000000000005,0,1,0,2022,4
0,64.7,40.9,50.0,0.0,0,14.9,23.800000000000004,0,1,0,2022,4
3,71.9,52.6,60.0,0.0,0,12.7,19.300000000000004,0,1,0,2022,5
63,72.9,59.5,66.8,0.0,13,16.4,13.400000000000006,0,1,0,2022,5
63,56.6,48.7,52.0,0.0,11,13.4,7.899999999999999,0,1,0,2022,5
2,46.3,34.9,39.5,0.0,0,16.1,11.4,0,1,0,2022,6
3,42.0,28.4,34.5,0.0,0,5.8,13.6,0,1,0,2022,6
73,53.7,35.8,45.1,0.49,16,19.1,17.900000000000006,0,1,0,2022,6
73,44.9,34.0,39.8,0.49,3,16.8,10.9,0,1,0,2022,6
3,44.2,29.5,36.3,0.0,0,12.5,14.700000000000005,0,1,0,2022,7
3,42.5,28.3,34.7,0.0,0,9.1,14.2,0,1,0,2022,7
3,36.8,27.3,32.0,0.0,0,21.4,9.499999999999996,0,1,0,2022,7
3,37.4,23.2,29.5,0.0,0,14.0,14.2,0,1,0,2022,7
3,46.7,32.4,38.3,0.0,0,14.9,14.300000000000004,0,1,0,2022,8
3,49.8,35.0,40.5,0.0,0,10.0,14.799999999999995,0,1,0,2022,8
3,45.6,28.5,35.6,0.0,0,7.2,17.1,0,1,0,2022,7
51,50.8,37.7,43.6,0.0,4,13.8,13.099999999999994,0,1,0,2022,6
2,49.8,34.5,41.9,0.0,0,15.6,15.299999999999995,0,1,0,2022,5
63,54.0,40.3,46.0,0.0,4,11.8,13.700000000000005,0,1,0,2022,5
63,56.8,42.3,51.1,0.0,5,18.6,14.5,0,1,0,2022,4
3,42.4,30.0,36.9,0.0,0,8.9,12.4,0,1,0,2022,3
61,56.8,32.8,44.6,0.0,5,19.5,24.0,0,1,0,2022,2
65,56.6,33.0,40.4,0.0,4,21.9,23.6,0,1,0,2022,2
3,43.8,28.8,35.0,0.0,0,9.9,14.999999999999996,0,1,0,2022,2
61,56.6,34.1,45.8,0.0,8,21.7,22.5,0,1,0,2022,3
61,55.1,32.5,39.9,0.0,2,15.7,22.6,0,1,0,2022,3
3,47.2,27.4,34.7,0.0,0,12.1,19.800000000000004,0,1,0,2022,3
51,54.0,32.8,42.3,0.0,1,9.1,21.200000000000003,0,1,0,2022,4
61,57.3,47.8,51.2,0.0,18,13.5,9.5,0,1,0,2022,4
51,56.8,41.0,50.0,0.0,2,15.2,15.799999999999995,0,1,0,2022,4
0,43.5,29.8,35.9,0.0,0,11.9,13.7,0,1,0,2022,4
3,34.9,27.6,31.8,0.0,0,12.5,7.299999999999997,0,1,0,2022,4
71,33.5,23.4,28.8,0.35,3,11.2,10.1,0,1,0,2022,5
73,30.8,16.7,25.9,1.19,7,11.6,14.1,0,1,0,2022,5
0,38.7,23.7,28.9,0.0,0,11.9,15.000000000000004,0,1,0,2022,5
71,35.0,21.4,28.7,0.07,1,17.0,13.6,0,1,0,2022,6
51,41.5,30.9,35.7,0.0,4,14.5,10.6,0,1,0,2022,6
61,43.7,41.4,42.6,0.0,23,24.1,2.3000000000000043,0,1,0,2022,6
73,45.0,34.8,40.1,0.63,16,20.1,10.200000000000005,0,1,0,2022,6
3,40.2,28.5,33.9,0.0,0,12.0,11.700000000000005,0,1,0,2022,7
2,39.7,27.6,32.7,0.0,0,18.0,12.1,0,1,0,2022,7
1,38.4,27.5,31.5,0.0,0,12.8,10.9,0,1,0,2022,7
3,38.5,23.1,29.1,0.0,0,7.4,15.4,0,1,0,2022,7
51,42.8,25.8,32.2,0.0,2,12.8,16.999999999999996,0,1,0,2022,8
63,55.8,39.6,48.4,0.0,23,25.5,16.199999999999996,0,1,0,2022,8
3,37.0,10.5,17.8,0.0,0,23.2,26.5,0,1,0,2022,7
2,27.5,13.9,18.4,0.0,0,14.0,13.6,0,1,0,2022,6
3,34.3,18.9,24.4,0.0,0,10.4,15.4,0,1,0,2022,5
3,35.2,24.2,28.4,0.0,0,10.9,11.000000000000004,0,1,0,2022,5
3,41.1,22.5,29.0,0.0,0,10.1,18.6,0,1,0,2022,4
3,48.8,28.1,37.3,0.0,0,10.0,20.7,0,1,0,2022,3
3,58.7,35.4,43.4,0.0,0,11.2,23.300000000000004,0,1,0,2022,2
63,55.7,43.9,48.8,0.0,5,11.1,11.800000000000004,0,1,0,2022,2
61,53.1,42.9,50.7,0.0,10,15.8,10.200000000000005,0,1,0,2023,3
3,49.4,33.8,40.9,0.0,0,9.6,15.6,0,1,0,2023,3
61,43.3,30.3,36.9,0.0,11,6.4,12.999999999999996,0,1,0,2023,3
61,48.2,37.9,40.9,0.0,10,7.6,10.300000000000004,0,1,0,2023,3
61,44.2,38.7,42.3,0.0,16,12.4,5.5,0,1,0,2023,4
73,37.6,33.8,35.5,3.15,13,9.9,3.800000000000004,0,1,0,2023,4
73,43.9,30.0,35.6,0.21,2,10.7,13.9,0,1,0,2023,4
3,36.6,22.2,29.0,0.0,0,11.1,14.400000000000002,0,1,0,2023,4
3,42.4,26.3,32.2,0.0,0,8.8,16.099999999999998,0,1,0,2023,5
3,39.6,28.4,32.6,0.0,0,11.6,11.200000000000005,0,1,0,2023,5
3,33.1,21.2,27.1,0.0,0,8.2,11.900000000000002,0,1,0,2023,5
71,39.3,29.5,34.3,0.14,6,10.9,9.799999999999995,0,1,0,2023,5
63,55.1,38.7,50.7,0.0,16,18.1,16.4,0,1,0,2023,6
51,48.0,32.5,36.1,0.0,7,12.4,15.5,0,1,0,2023,6
75,34.4,30.7,32.9,2.38,8,18.9,3.6999999999999993,0,1,0,2023,6
73,32.2,29.3,30.6,2.66,13,16.5,2.900000000000002,0,1,0,2023,6
51,50.1,28.7,35.8,0.0,1,11.7,21.4,0,1,0,2023,7
61,49.3,33.1,39.8,0.0,5,15.6,16.199999999999996,0,1,0,2023,7
73,41.4,31.3,37.5,0.63,4,12.4,10.099999999999998,0,1,0,2023,7
75,37.6,32.8,34.6,6.93,22,15.7,4.800000000000004,0,1,0,2023,8
73,37.1,28.2,31.7,0.7,5,9.3,8.900000000000002,0,1,0,2023,8
3,39.5,22.2,29.0,0.0,0,12.2,17.3,0,1,0,2023,7
75,35.0,32.0,33.4,6.16,24,14.8,3.0,0,1,0,2023,6
73,42.0,24.4,32.7,0.84,3,17.2,17.6,0,1,0,2023,5
71,35.8,26.1,31.4,0.42,4,9.0,9.699999999999996,0,1,0,2023,5
73,52.9,34.0,45.7,0.42,16,23.3,18.9,0,1,0,2023,4
3,41.2,25.2,33.8,0.0,0,14.7,16.000000000000004,0,1,0,2023,3
3,49.0,28.5,36.3,0.0,0,15.4,20.5,0,1,0,2023,2
3,51.7,31.2,39.9,0.0,0,14.5,20.500000000000004,0,1,0,2023,2
3,48.5,36.1,42.3,0.0,0,9.8,12.4,0,1,0,2023,2
73,40.6,26.1,34.9,1.47,8,10.9,14.5,0,1,0,2023,3
71,32.1,20.0,24.6,0.14,2,8.7,12.1,0,1,0,2023,3
3,37.8,22.1,27.7,0.0,0,11.5,15.699999999999996,0,1,0,2023,3
71,31.5,2.4,21.7,0.07,1,22.4,29.1,0,1,0,2023,4
3,15.5,-12.3,-0.2,0.0,0,23.5,27.8,0,1,0,2023,4
3,48.7,13.4,29.6,0.0,0,14.9,35.300000000000004,0,1,0,2023,4
3,48.0,30.3,38.7,0.0,0,13.7,17.7,0,1,0,2023,4
3,37.3,21.3,28.7,0.0,0,11.0,15.999999999999996,0,1,0,2023,4
73,48.1,29.2,37.6,0.42,1,13.0,18.9,0,1,0,2023,5
51,45.7,27.2,35.9,0.0,3,9.3,18.500000000000004,0,1,0,2023,5
51,57.9,39.6,50.6,0.0,2,19.5,18.3,0,1,0,2023,5
2,43.4,32.1,38.3,0.0,0,17.9,11.299999999999995,0,1,0,2023,6
3,49.5,29.0,36.6,0.0,0,9.8,20.5,0,1,0,2023,6
3,43.8,32.5,38.1,0.0,0,15.4,11.299999999999995,0,1,0,2023,6
51,49.1,32.7,39.2,0.0,1,17.4,16.4,0,1,0,2023,6
51,54.5,30.5,40.1,0.0,1,17.0,24.0,0,1,0,2023,7
3,59.9,48.7,54.0,0.0,0,15.1,11.199999999999996,0,1,0,2023,7
61,60.1,40.9,50.5,0.0,10,17.3,19.200000000000003,0,1,0,2023,7
73,39.8,20.8,28.9,0.7,3,16.4,19.0,0,1,0,2023,7
3,45.6,28.8,35.4,0.0,0,11.5,16.8,0,1,0,2023,8
3,58.3,40.0,48.0,0.0,0,13.2,18.3,0,1,0,2023,8
73,45.5,34.1,38.1,2.59,12,11.9,11.4,0,1,0,2023,7
51,43.8,29.7,37.5,0.0,6,11.7,14.099999999999998,0,1,0,2023,6
75,37.2,26.8,32.7,10.01,22,16.6,10.400000000000002,0,1,0,2023,5
71,36.3,20.4,29.5,0.35,7,19.0,15.9,0,1,0,2023,5
73,22.3,9.9,17.0,0.77,7,11.5,12.4,0,1,0,2023,4
71,38.1,12.8,23.0,0.49,6,12.3,25.3,0,1,0,2023,3
71,33.7,17.7,25.8,0.07,1,11.2,16.000000000000004,0,1,0,2023,2
73,34.8,27.1,31.9,6.51,20,16.3,7.699999999999996,0,1,0,2023,2
71,38.4,20.4,32.0,0.07,3,7.6,18.0,0,1,0,2023,2
61,48.4,33.8,38.7,0.0,10,11.6,14.6,0,1,0,2023,3
3,44.3,28.0,36.5,0.0,0,15.0,16.299999999999997,0,1,0,2023,3
75,35.7,33.0,34.7,10.22,21,25.3,2.700000000000003,0,1,0,2023,3
51,42.1,16.0,30.7,0.0,1,11.3,26.1,0,1,0,2023,4
3,46.5,32.9,38.2,0.0,0,18.2,13.6,0,1,0,2023,4
71,37.1,27.9,32.9,0.07,1,15.2,9.200000000000005,0,1,0,2023,4
71,44.9,24.7,32.0,0.07,1,15.1,20.2,0,1,0,2023,4
51,47.9,30.3,37.6,0.0,1,14.1,17.599999999999998,0,1,0,2023,4
3,48.0,25.2,35.5,0.0,0,10.0,22.8,0,1,0,2023,5
71,38.4,35.9,37.2,0.07,15,15.3,2.5,0,1,0,2023,5
3,41.0,28.1,34.4,0.0,0,10.9,12.9,0,1,0,2023,5
53,41.6,32.5,37.2,0.0,5,11.3,9.1,0,1,0,2023,6
75,41.0,33.8,38.0,15.89,24,26.8,7.200000000000003,0,1,0,2023,6
73,39.9,33.9,36.2,2.94,8,22.5,6.0,0,1,0,2023,6
3,49.4,28.7,37.6,0.0,0,13.8,20.7,0,1,0,2023,6
3,53.4,29.0,40.4,0.0,0,11.7,24.4,0,1,0,2023,7
55,50.7,41.7,45.8,0.0,1,10.6,9.0,0,1,0,2023,7
3,41.6,26.7,33.6,0.0,0,20.0,14.900000000000002,0,1,0,2023,7
1,50.3,25.8,35.5,0.0,0,14.6,24.5,0,1,0,2023,8
3,56.7,30.6,42.7,0.0,0,14.5,26.1,0,1,0,2023,8
3,46.8,33.1,41.5,0.0,0,12.9,13.699999999999996,0,1,0,2023,7
51,60.6,39.7,49.7,0.0,1,14.2,20.9,0,1,0,2023,6
51,53.4,38.8,47.2,0.0,2,12.2,14.6,0,1,0,2023,6
51,42.1,31.4,37.4,0.0,5,17.3,10.700000000000005,0,1,0,2023,5
53,56.0,38.4,45.7,0.0,6,20.0,17.6,0,1,0,2023,4
3,55.2,32.2,43.6,0.0,0,11.9,23.0,0,1,0,2023,4
61,47.6,38.2,41.5,0.0,21,8.1,9.4,0,1,0,2023,3
3,49.0,27.8,38.1,0.0,0,8.6,21.2,0,1,0,2023,2
71,41.3,28.8,36.4,0.07,1,15.5,12.499999999999996,0,1,0,2023,2
53,50.1,25.4,35.6,0.0,2,14.1,24.700000000000003,0,1,0,2023,2
61,62.7,35.7,47.1,0.0,16,16.8,27.0,0,1,0,2023,3
3,55.5,39.0,46.2,0.0,0,18.0,16.5,0,1,0,2023,3
3,51.1,26.7,38.1,0.0,0,18.6,24.4,0,1,0,2023,3
51,56.4,41.2,47.5,0.0,2,14.8,15.199999999999996,0,1,0,2023,4
51,47.4,40.7,43.2,0.0,2,15.8,6.699999999999996,0,1,0,2023,4
53,55.2,38.4,45.0,0.0,5,9.9,16.800000000000004,0,1,0,2023,4
3,56.2,45.9,50.9,0.0,0,18.8,10.300000000000004,0,1,0,2023,4
3,49.4,29.7,40.6,0.0,0,11.0,19.7,0,1,0,2023,5
3,51.0,30.7,40.9,0.0,0,6.2,20.3,0,1,0,2023,5
2,62.3,33.2,46.0,0.0,0,11.1,29.099999999999994,0,1,0,2023,5
3,72.6,41.5,54.7,0.0,0,15.9,31.099999999999994,0,1,0,2023,5
51,68.5,54.6,62.6,0.0,1,15.5,13.9,0,1,0,2023,6
3,85.3,47.7,64.6,0.0,0,10.2,37.6,0,1,0,2023,6
3,82.4,57.6,67.4,0.0,0,13.2,24.800000000000004,0,1,0,2023,6
51,63.6,45.3,52.5,0.0,2,12.5,18.300000000000004,0,1,0,2023,7
55,58.9,48.3,52.7,0.0,7,8.6,10.6,0,1,0,2023,7
51,61.4,47.5,51.3,0.0,4,11.0,13.9,0,1,0,2023,7
51,58.1,46.0,53.0,0.0,1,20.1,12.1,0,1,0,2023,7
3,53.7,39.5,47.4,0.0,0,15.2,14.200000000000005,0,1,0,2023,8
3,60.7,36.5,46.4,0.0,0,9.0,24.200000000000003,0,1,0,2023,8
3,51.4,40.9,46.3,0.0,0,14.0,10.5,0,1,0,2023,7
3,52.3,43.0,46.4,0.0,0,13.8,9.299999999999995,0,1,0,2023,6
63,52.2,46.3,48.8,0.0,15,15.4,5.900000000000006,0,1,0,2023,5
53,59.9,43.3,49.5,0.0,4,15.5,16.6,0,1,0,2023,5
51,56.0,42.4,48.1,0.0,1,10.1,13.6,0,1,0,2023,4
51,50.8,43.8,47.0,0.0,5,10.7,7.0,0,1,0,2023,3
51,57.8,42.5,48.9,0.0,5,6.6,15.299999999999995,0,1,0,2023,2
3,56.8,36.8,47.6,0.0,0,10.8,20.0,0,1,0,2023,2
3,51.9,45.8,48.1,0.0,0,14.3,6.100000000000001,0,1,0,2023,2
63,53.6,47.0,50.0,0.0,20,15.1,6.600000000000001,0,1,0,2023,3
63,64.5,51.5,58.0,0.0,11,20.9,13.0,0,1,0,2023,3
61,57.9,45.0,50.0,0.0,10,10.8,12.9,0,1,0,2023,3
53,54.4,37.5,47.4,0.0,6,8.3,16.9,0,1,0,2023,4
51,47.7,44.3,45.9,0.0,16,13.5,3.4000000000000057,0,1,0,2023,4
51,54.9,45.2,48.9,0.0,11,8.8,9.699999999999996,0,1,0,2023,4
3,72.1,45.4,57.1,0.0,0,11.8,26.7,0,1,0,2023,4
3,76.1,49.8,61.6,0.0,0,10.9,26.3,0,1,0,2023,5
53,71.2,54.4,62.6,0.0,4,14.6,16.800000000000004,0,1,0,2023,5
3,58.7,42.7,52.5,0.0,0,15.1,16.0,0,1,0,2023,5
0,70.4,39.9,54.9,0.0,0,10.2,30.500000000000007,0,1,0,2023,5
53,78.6,50.4,63.5,0.0,1,12.9,28.2,0,1,0,2023,6
3,82.6,54.4,67.0,0.0,0,13.8,28.2,0,1,0,2023,6
3,79.1,59.4,69.0,0.0,0,17.4,19.7,0,1,0,2023,6
3,65.8,47.0,58.4,0.0,0,13.4,18.8,0,1,0,2023,7
3,76.7,46.3,60.5,0.0,0,15.7,30.40000000000001,0,1,0,2023,7
3,82.8,58.2,68.7,0.0,0,18.3,24.599999999999994,0,1,0,2023,7
3,70.6,47.5,57.1,0.0,0,17.5,23.099999999999994,0,1,0,2023,7
3,64.8,37.3,49.8,0.0,0,14.7,27.5,0,1,0,2023,8
3,70.5,43.4,56.0,0.0,0,16.9,27.1,0,1,0,2023,8
63,67.5,50.7,58.8,0.0,7,13.1,16.799999999999997,0,1,0,2023,7
63,74.2,58.1,65.1,0.0,8,13.2,16.1,0,1,0,2023,6
1,65.1,53.6,57.3,0.0,0,12.2,11.499999999999991,0,1,0,2023,6
1,62.0,45.1,53.5,0.0,0,11.9,16.9,0,1,0,2023,5
63,74.3,45.0,57.9,0.0,2,13.5,29.3,0,1,0,2023,4
61,66.2,46.6,56.2,0.0,3,12.0,19.6,0,1,0,2023,4
3,67.1,45.4,56.5,0.0,0,10.7,21.7,0,1,0,2023,3
0,76.6,45.9,61.2,0.0,0,10.1,30.7,0,1,0,2023,2
0,87.4,55.4,70.3,0.0,0,11.5,32.00000000000001,0,1,0,2023,2
0,73.0,57.1,64.0,0.0,0,15.3,15.9,0,1,0,2023,2
2,65.4,46.9,56.5,0.0,0,12.1,18.500000000000007,0,1,0,2023,3
0,77.9,46.7,62.1,0.0,0,10.4,31.200000000000003,0,1,0,2023,3
0,88.8,55.4,71.5,0.0,0,10.1,33.4,0,1,0,2023,3
63,88.7,62.6,74.4,0.0,3,10.6,26.1,0,1,0,2023,4
61,68.9,51.0,55.4,0.0,18,16.2,17.900000000000006,0,1,0,2023,4
51,54.9,46.4,50.4,0.0,3,16.1,8.5,0,1,0,2023,4
53,60.4,50.1,53.9,0.0,15,13.1,10.299999999999995,0,1,0,2023,4
51,74.8,52.1,62.5,0.0,4,15.1,22.7,0,1,0,2023,5
51,67.3,52.6,59.5,0.0,5,14.2,14.699999999999996,0,1,0,2023,5
53,64.6,51.5,57.8,0.0,4,6.4,13.099999999999994,0,1,0,2023,5
